date,sales
2023-01-01,101.80479801591041
2023-01-02,113.0120429574498
2023-01-03,77.4462080395858
2023-01-04,112.21535284380722
2023-01-05,100.4073955631112
2023-01-06,111.66101038347621
2023-01-07,119.11768757420197
2023-01-08,90.53210532615203
2023-01-09,94.0761033119405
2023-01-10,90.75127410074455
2023-01-11,98.43641890029593
2023-01-12,110.07698396667564
2023-01-13,107.00300900192784
2023-01-14,113.52556178203474
2023-01-15,108.85427276861293
2023-01-16,92.57889058262599
2023-01-17,102.44585530008422
2023-01-18,101.13897217146672
2023-01-19,94.46832725940055
2023-01-20,94.2293305757724
2023-01-21,97.66709480402311
2023-01-22,120.60667869128977
2023-01-23,96.45025165086167
2023-01-24,116.13632859069679
2023-01-25,98.9003584808972
2023-01-26,112.66723645028667
2023-01-27,93.7295241763622
2023-01-28,103.11367538684162
2023-01-29,105.6965852839978
2023-01-30,88.85688470589892
2023-01-31,109.75417258969776
2023-02-01,89.28244420520906
2023-02-02,76.77339866007159
2023-02-03,93.88411724636879
2023-02-04,121.45314093435312
2023-02-05,116.5522874392083
2023-02-06,87.67626336048733
2023-02-07,100.80130585286533
2023-02-08,99.06777896808278
2023-02-09,94.22207405229473
2023-02-10,105.54067058912594
2023-02-11,103.55625521156057
2023-02-12,109.21877941518031
2023-02-13,101.68701956351333
2023-02-14,97.7119374353521
2023-02-15,103.21036352218545
2023-02-16,103.60019782990165
2023-02-17,102.42078307171327
2023-02-18,102.85532882982758
2023-02-19,101.00128680907362
2023-02-20,98.18549516179701
2023-02-21,101.82004291607106
2023-02-22,107.88623518728483
2023-02-23,88.55442347381677
2023-02-24,90.515054930609
2023-02-25,119.03685438352167
2023-02-26,112.89296081563836
2023-02-27,106.234036363364
2023-02-28,89.77039494447239
2023-03-01,100.05889073336535
2023-03-02,104.90072420111207
2023-03-03,99.13177760629628
2023-03-04,108.53222005296202
2023-03-05,87.25176847853139
2023-03-06,106.31328117842739
2023-03-07,86.55585018628499
2023-03-08,91.00271192425564
2023-03-09,103.56977249237599
2023-03-10,108.6861700161681
2023-03-11,107.83375605080045
2023-03-12,108.81603085294223
2023-03-13,106.12730537667417
2023-03-14,89.28155990675666
2023-03-15,83.91189508083502
2023-03-16,106.17618666194251
2023-03-17,101.15937876923925
2023-03-18,116.53365507384899
2023-03-19,100.46061833322203
2023-03-20,91.64817166716787
2023-03-21,104.3037793572489
2023-03-22,127.05587836733827
2023-03-23,103.42218572875245
2023-03-24,93.85914641333393
2023-03-25,101.70423953782866
2023-03-26,99.90173725670714
2023-03-27,106.66260468242989
2023-03-28,89.61013183159497
2023-03-29,108.03956202329557
2023-03-30,99.54624458354168
2023-03-31,108.59761314810135
2023-04-01,88.71706153303032
2023-04-02,121.23910845018705
2023-04-03,116.97211515574917
2023-04-04,97.27350670877979
2023-04-05,89.16108209301939
2023-04-06,88.06705738405185
2023-04-07,95.57554237775432
2023-04-08,88.72906291396325
2023-04-09,93.61023708017574
2023-04-10,98.23829657323338
2023-04-11,104.72259628085577
2023-04-12,106.92209900398555
2023-04-13,114.08219762964144
2023-04-14,80.1546862801332
2023-04-15,94.14329767642232
2023-04-16,105.50194526388856
2023-04-17,94.09443683750776
2023-04-18,92.81378144505139
2023-04-19,95.19433922074982
2023-04-20,98.64328185136206
2023-04-21,99.89571060290068
2023-04-22,99.21001360619935
2023-04-23,92.99696206452091
2023-04-24,102.89194255138399
2023-04-25,96.69455086438238
2023-04-26,107.89843161240726
2023-04-27,113.90714620048124
2023-04-28,96.38382448426358
2023-04-29,82.73678871903641
2023-04-30,87.8429951597691
2023-05-01,119.66786838880144
2023-05-02,86.59895328241731
2023-05-03,107.65641037840317
2023-05-04,100.37086249992208
2023-05-05,100.92750112073199
2023-05-06,112.8258672817366
2023-05-07,90.15995027663024
2023-05-08,99.15260068867025
2023-05-09,80.31793293909445
2023-05-10,100.15034765478187
2023-05-11,102.21410151383455
2023-05-12,102.8490799859349
2023-05-13,97.53960398929007
2023-05-14,79.12296021353696
2023-05-15,90.75839277284754
2023-05-16,77.43890524415453
2023-05-17,83.82205312223186
2023-05-18,97.70670261874741
2023-05-19,109.03197935727398
2023-05-20,69.29365659893074
2023-05-21,102.57810495571238
2023-05-22,93.73886629819793
2023-05-23,101.94417124201246
2023-05-24,97.1890743565655
2023-05-25,104.06026191118993
2023-05-26,97.96992238686477
2023-05-27,110.5868879196158
2023-05-28,109.16809545049016
2023-05-29,97.35255433198284
2023-05-30,115.43370362661601
2023-05-31,100.63671537894714
2023-06-01,111.01059799172103
2023-06-02,91.34081188965803
2023-06-03,107.60983667553346
2023-06-04,82.80364192031266
2023-06-05,108.9305335781352
2023-06-06,77.11567967529436
2023-06-07,95.74831956361099
2023-06-08,97.97125947678899
2023-06-09,96.6216718454256
2023-06-10,102.66302845165353
2023-06-11,82.53221695267705
2023-06-12,85.65683105194765
2023-06-13,112.93114742335781
2023-06-14,104.17462931276093
2023-06-15,96.3282207609368
2023-06-16,116.23306857231984
2023-06-17,102.67948824050134
2023-06-18,131.05123837175657
2023-06-19,84.63159585600907
2023-06-20,100.9855860892587
2023-06-21,95.49050841712794
2023-06-22,104.82531764267618
2023-06-23,78.61367903629085
2023-06-24,96.30680530726264
2023-06-25,86.88079290415811
2023-06-26,112.37385341702355
2023-06-27,91.29351679125506
2023-06-28,105.61137442421068
2023-06-29,87.9773437639181
2023-06-30,89.03254731977866
2023-07-01,95.72359889348303
2023-07-02,100.40518583226309
2023-07-03,96.814081448516
2023-07-04,93.77003016316094
2023-07-05,77.49791603884292
2023-07-06,92.07071188183484
2023-07-07,90.09713736326916
2023-07-08,85.48239947242524
2023-07-09,85.94657979926563
2023-07-10,119.45885491281426
2023-07-11,110.01407383147476
2023-07-12,82.76268572440473
2023-07-13,92.67846773309358
2023-07-14,102.52477293315395
2023-07-15,103.79911724208247
2023-07-16,104.27648184240032
2023-07-17,98.76748321554979
2023-07-18,115.07948001860886
2023-07-19,90.5958331650472
2023-07-20,100.42358480676134
2023-07-21,87.5856241749393
2023-07-22,115.41487660913268
2023-07-23,96.56542254272826
2023-07-24,95.94424861278324
2023-07-25,123.17926675191524
2023-07-26,107.14439980076757
2023-07-27,102.23723504140771
2023-07-28,98.73085028871218
2023-07-29,89.69989045139113
2023-07-30,95.46076000749305
2023-07-31,123.19816051830011
2023-08-01,103.57408816273373
2023-08-02,101.73546665354009
2023-08-03,89.09670816768681
2023-08-04,104.61850389017049
2023-08-05,101.67601565125335
2023-08-06,106.5700833623635
2023-08-07,95.85444803805237
2023-08-08,94.79459461400145
2023-08-09,99.44442868257042
2023-08-10,108.85820206469631
2023-08-11,98.66925779847705
2023-08-12,118.25443341686346
2023-08-13,105.17357018269433
2023-08-14,98.61878152178714
2023-08-15,100.07146052977502
2023-08-16,113.13593282220819
2023-08-17,88.1201880725459
2023-08-18,94.7274886634504
2023-08-19,80.08280351317686
2023-08-20,92.06062267587953
2023-08-21,105.04071431162993
2023-08-22,80.28494650428861
